City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,vila do maio,15.1333,-23.2167,300.59,88,77,5.08,CV,1695163705
273,okondja,-0.6549,13.6753,296.14,91,73,0.27,GA,1695163705
274,uliastay,47.7417,96.8444,279.8,51,100,2.54,MN,1695163706
275,champerico,14.3,-91.9167,307.45,69,98,3.12,GT,1695163706
276,afaahiti,-17.75,-149.2833,300.08,75,91,7.16,PF,1695163706
277,holualoa,19.6228,-155.9522,300.68,78,40,4.63,US,1695163706
278,lepsy,46.235,78.9456,290.91,47,100,3.16,KZ,1695163707
279,vadso,70.0744,29.7487,276.64,80,75,4.63,NO,1695163707
280,arboletes,8.8505,-76.4269,300.61,83,88,3.44,CO,1695163707
281,kargasok,59.0556,80.8572,282.43,94,18,3.2,RU,1695163707
282,horta,38.5333,-28.6333,295.88,93,61,7.43,PT,1695163708
283,san felipe,10.3399,-68.7425,300.04,70,67,1.37,VE,1695163708
284,sycow,51.3081,17.7198,287.87,68,79,3.07,PL,1695163708
285,bubaque,11.2833,-15.8333,299.79,81,100,4.95,GW,1695163708
286,hirtshals,57.5881,9.9592,287.48,84,90,9.23,DK,1695163709
287,sharm el-sheikh,27.8518,34.305,304.23,42,0,3.09,EG,1695163709
288,minas de marcona,-15.2119,-75.1103,288.71,75,3,5.04,PE,1695163709
289,la passe,45.5549,-0.8967,289.81,84,41,3.04,FR,1695163710
290,zaozersk,69.4005,32.4476,276.65,69,100,5.15,RU,1695163710
291,bikenibeu village,1.3673,173.1241,303.13,79,40,2.06,KI,1695163710
292,sikonge,-5.6333,32.7667,297.06,46,99,1.2,TZ,1695163710
293,gandi,12.9636,5.7434,298.13,71,55,1.65,NG,1695163710
294,oranjemund,-28.55,16.4333,286.13,83,11,2.04,NA,1695163711
295,cannonvale,-20.2833,148.7,297.81,71,77,2.51,AU,1695163711
296,anna regina,7.2644,-58.5077,301.2,76,82,4.28,GY,1695163711
297,callaway,30.153,-85.5699,304.18,51,1,1.34,US,1695163712
298,vilyuchinsk,52.9306,158.4028,283.3,96,100,7.45,RU,1695163712
299,luanda,-8.8368,13.2343,296.15,88,40,2.57,AO,1695163712
300,port moresby,-9.4431,147.1797,297.83,94,75,1.54,PG,1695163630
301,kailua-kona,19.6406,-155.9956,302.75,78,40,4.63,US,1695163568
302,ponta delgada,37.7333,-25.6667,295.55,83,75,5.66,PT,1695163713
303,luderitz,-26.6481,15.1594,286.37,80,8,7.32,NA,1695163713
304,longboat key,27.4125,-82.659,303.81,41,0,5.14,US,1695163509
305,kolonia,50.9333,6.95,291.94,69,40,4.12,DE,1695163460
306,falun,60.6036,15.626,283.38,91,84,3.46,SE,1695163714
307,corfu,39.62,19.9197,296.03,83,20,0.0,GR,1695163715
308,uhrichsville,40.3931,-81.3465,294.16,65,20,2.57,US,1695163715
309,la palma,33.8464,-118.0467,303.25,60,20,4.92,US,1695163715
310,heroica caborca,30.7167,-112.15,310.05,15,0,6.34,MX,1695163576
311,antonio enes,-16.2325,39.9086,296.11,87,0,1.54,MZ,1695163716
312,panaba,21.2833,-88.2667,301.2,74,91,4.53,MX,1695163716
313,tidjikja,18.5564,-11.4271,307.39,25,29,4.64,MR,1695163716
314,butembo,0.15,29.2833,286.8,97,28,0.98,CD,1695163717
315,tazacorte,28.629,-17.9293,294.69,78,20,4.63,ES,1695163717
316,luau,-10.7073,22.2247,295.25,49,93,2.01,AO,1695163717
317,taraz,42.9,71.3667,286.38,82,100,1.0,KZ,1695163717
318,haimen,23.1935,116.6142,297.09,83,0,1.48,CN,1695163718
319,mbandaka,0.0487,18.2603,295.5,86,57,1.28,CD,1695163600
320,tsetserleg,47.475,101.4542,277.06,65,77,1.99,MN,1695163718
321,valentin gomez farias,28.2167,-106.5833,297.87,47,42,6.88,MX,1695163718
322,tuy hoa,13.0833,109.3,298.76,90,72,1.18,VN,1695163719
323,saint-francois,46.4154,3.9054,285.84,100,0,1.54,FR,1695163719
324,viedma,-40.8135,-62.9967,279.43,89,100,7.24,AR,1695163719
325,leavenworth,39.2333,-95.0336,300.74,55,100,0.45,US,1695163429
326,palmas,-10.2128,-48.3603,304.08,37,0,0.0,BR,1695163462
327,santa terezinha,-29.9002,-50.0904,291.61,98,100,5.39,BR,1695163720
328,castillos,-34.1667,-53.8333,286.03,95,100,6.27,UY,1695163720
329,takoradi,4.8845,-1.7554,297.91,91,93,2.98,GH,1695163720
330,elko,41.0002,-115.5012,299.35,21,99,6.71,US,1695163720
331,mikuni,36.2171,136.1519,298.1,84,100,1.95,JP,1695163721
332,ocher,57.8904,54.7202,278.04,78,100,1.9,RU,1695163721
333,sisimiut,66.9395,-53.6735,274.99,72,9,3.65,GL,1695163721
334,lakatoro,-16.0999,167.4164,300.66,79,13,5.21,VU,1695163721
335,al bawiti,28.3492,28.8659,297.68,55,0,2.74,EG,1695163721
336,kapuskasing,49.4169,-82.4331,290.2,36,20,1.03,CA,1695163722
337,griffith,41.5284,-87.4237,291.42,88,0,3.09,US,1695163722
338,conde,-7.2597,-34.9075,296.85,100,75,3.09,BR,1695163722
339,rakhiv,48.0526,24.2009,288.43,98,100,0.73,UA,1695163722
340,ban nong wua so,17.2675,103.2247,298.12,93,51,1.11,TH,1695163723
341,nis,43.7031,7.2661,295.05,78,75,3.09,FR,1695163568
342,timimoun,29.2639,0.231,306.36,11,0,3.09,DZ,1695163723
343,rath,25.5833,79.5667,301.65,75,90,1.1,IN,1695163723
344,kabansk,52.0486,106.6528,281.73,78,65,1.72,RU,1695163723
345,howard springs,-12.497,131.047,299.75,70,67,1.72,AU,1695163724
346,pontcharra,45.4333,6.0167,291.01,92,3,1.41,FR,1695163724
347,colonia,50.9333,6.95,291.94,70,40,4.12,DE,1695163551
348,ar raqqah,35.95,39.0167,299.53,25,0,1.79,SY,1695163724
349,springbok,-29.6643,17.8865,280.13,93,79,2.04,ZA,1695163725
350,messini,37.0511,22.0078,297.14,83,8,1.54,GR,1695163725
351,stephenville,32.2207,-98.2023,307.73,31,0,6.17,US,1695163657
352,cananeia,-25.0147,-47.9267,294.18,95,56,4.65,BR,1695163725
353,lata,40.1629,-8.3327,288.66,93,47,0.35,PT,1695163725
354,codrington,-38.2667,141.9667,284.32,63,96,7.22,AU,1695163726
355,pyay,18.8167,95.2167,296.93,98,97,2.57,MM,1695163726
356,baardheere,2.3446,42.2764,298.19,69,75,6.67,SO,1695163726
357,banlung,13.7468,107.0045,295.37,99,94,0.64,KH,1695163726
358,arraial do cabo,-22.9661,-42.0278,295.07,88,0,7.2,BR,1695163577
359,la'ie,21.6477,-157.9253,305.13,67,82,5.36,US,1695163727
360,hilo,19.7297,-155.09,301.07,78,100,2.06,US,1695163727
361,inirida,3.8653,-67.9239,299.02,84,76,0.99,CO,1695163727
362,rikaze,29.25,88.8833,284.51,62,99,2.71,CN,1695163728
363,port lincoln,-34.7333,135.8667,287.97,72,50,8.47,AU,1695163728
364,arvayheer,46.2639,102.775,277.67,57,57,2.18,MN,1695163728
365,lerma,42.0261,-3.7598,288.46,52,4,1.86,ES,1695163728
366,callao,-12.0667,-77.15,295.77,73,100,6.69,PE,1695163729
367,edson,53.5835,-116.4356,286.23,38,100,4.12,CA,1695163687
368,mar del plata,-38.0023,-57.5575,283.76,82,0,3.09,AR,1695163729
369,chui,-33.6971,-53.4616,286.92,95,100,7.68,UY,1695163729
370,ferkessedougou,9.6,-5.2,296.89,89,59,1.53,CI,1695163730
371,waingapu,-9.6567,120.2641,297.85,74,40,4.53,ID,1695163730
372,kerikeri,-35.2268,173.9474,294.77,72,4,1.13,NZ,1695163730
373,serhetabat,35.2799,62.3438,289.4,32,0,2.74,TM,1695163730
374,labrador city,52.9463,-66.9114,283.1,93,100,3.09,CA,1695163730
375,vernon,50.2581,-119.2691,288.35,68,100,1.03,CA,1695163542
376,kristiansund,63.1115,7.732,284.18,81,75,6.17,NO,1695163731
377,albania,41.0,20.0,295.61,57,42,1.53,AL,1695163731
378,mahibadhoo,3.7833,72.9667,300.79,71,100,0.87,MV,1695163731
379,cumana,10.4635,-64.1775,300.52,82,40,4.67,VE,1695163731
380,mo i rana,66.3128,14.1428,281.41,91,100,7.2,NO,1695163732
381,muzaffarabad,34.37,73.4711,294.64,79,20,2.07,PK,1695163732
382,nieuw amsterdam,5.8833,-55.0833,298.9,90,79,3.08,SR,1695163732
383,milevsko,49.4509,14.36,288.11,99,99,2.14,CZ,1695163733
384,salekhard,66.53,66.6019,279.91,82,76,8.39,RU,1695163507
385,nasiriyah,31.0521,46.261,305.01,14,0,3.91,IQ,1695163733
386,kayyerkan,69.3786,87.7439,276.65,100,100,11.46,RU,1695163733
387,kindu,-2.95,25.95,293.54,95,49,0.82,CD,1695163734
388,bel ombre,-4.6167,55.4167,300.06,83,75,5.66,SC,1695163734
389,okha,53.5739,142.9478,279.61,82,100,11.05,RU,1695163734
390,faro,37.0194,-7.9322,295.47,56,0,4.63,PT,1695163734
391,krasnyy chikoy,50.3643,108.7512,278.94,91,75,1.51,RU,1695163734
392,marsa alam,25.0757,34.8918,303.28,46,0,3.93,EG,1695163735
393,prince george,53.9166,-122.753,284.61,78,75,5.14,CA,1695163735
394,forster,-32.1667,152.5167,297.2,44,0,2.89,AU,1695163735
395,angaur state,6.906,134.13,301.26,77,100,5.73,PW,1695163735
396,bondo,3.8146,23.6866,292.31,99,35,0.44,CD,1695163736
397,inhambane,-23.865,35.3833,293.77,90,11,4.54,MZ,1695163736
398,kemijarvi,66.7131,27.4306,280.61,98,100,5.07,FI,1695163736
399,lexington,37.9887,-84.4777,299.15,36,0,0.45,US,1695163609
400,cinisi,38.1562,13.1073,298.63,83,0,1.54,IT,1695163736
401,ryotsu-minato,38.0833,138.4333,298.64,77,100,2.19,JP,1695163737
402,camocim,-2.9022,-40.8411,299.92,74,27,8.4,BR,1695163737
403,kudahuvadhoo,2.6708,72.8944,300.79,75,100,3.36,MV,1695163738
404,ippy,6.2679,21.2247,294.51,96,100,1.27,CF,1695163738
405,pacific grove,36.6177,-121.9166,296.98,76,0,6.17,US,1695163738
406,xincheng,33.6333,115.1833,292.2,92,100,7.09,CN,1695163739
407,port hedland,-20.3167,118.5667,293.18,94,22,2.57,AU,1695163739
408,wuda,39.4994,106.7117,290.41,35,93,3.22,CN,1695163739
409,koyulhisar,40.3025,37.8311,286.16,83,58,1.55,TR,1695163739
410,lamu,-2.2717,40.902,297.91,82,6,6.45,KE,1695163740
411,cidreira,-30.1811,-50.2056,291.26,98,100,6.64,BR,1695163740
412,kstovo,56.1473,44.1979,284.81,61,45,2.95,RU,1695163740
413,plastun,44.7561,136.2939,285.93,58,22,4.92,RU,1695163740
414,islamkot,24.6997,70.177,300.0,91,100,6.3,PK,1695163741
415,salamanca,40.8333,-6.0,289.29,59,63,1.54,ES,1695163522
416,tartu,58.3806,26.7251,287.29,83,100,4.63,EE,1695163741
417,pizarro,4.9533,-77.366,299.81,84,99,2.28,CO,1695163741
418,rongelap,11.1635,166.8941,301.7,79,81,6.25,MH,1695163742
419,nova vicosa,-17.8919,-39.3719,296.58,82,3,4.9,BR,1695163742
420,paradip garh,20.3167,86.6167,300.64,84,100,2.76,IN,1695163742
421,as sulayyil,20.4607,45.5779,302.29,19,39,3.3,SA,1695163743
422,simpang,-1.2667,104.0833,296.69,93,18,0.97,ID,1695163743
423,fortuna,40.5982,-124.1573,293.11,72,20,6.69,US,1695163743
424,north side,19.35,-81.2,305.19,75,20,4.12,KY,1695163743
425,neftekamsk,56.092,54.2703,279.98,71,50,0.45,RU,1695163744
426,bac lieu,9.285,105.7244,299.29,87,79,2.12,VN,1695163744
427,novo cruzeiro,-17.4681,-41.8753,293.63,61,0,2.46,BR,1695163744
428,mitchell,43.7094,-98.0298,306.14,25,0,2.57,US,1695163744
429,sao pedro da aldeia,-22.8392,-42.1028,295.14,88,0,7.2,BR,1695163745
430,poronaysk,49.2167,143.1167,283.23,83,60,8.74,RU,1695163745
431,garoowe,8.4054,48.4845,297.89,69,73,10.97,SO,1695163745
432,puerto leguizamo,-0.1934,-74.7819,299.89,71,80,0.07,CO,1695163745
433,strezhevoy,60.7333,77.5889,283.69,93,19,3.58,RU,1695163745
434,vizinga,61.0749,50.1031,279.52,78,100,3.94,RU,1695163746
435,barra dos coqueiros,-10.9089,-37.0386,299.16,83,75,6.17,BR,1695163746
436,ancud,-41.8697,-73.8203,278.77,69,47,4.04,CL,1695163746
437,guayaramerin,-10.8368,-65.3614,302.51,50,81,1.16,BO,1695163746
438,sanibel,26.449,-82.0223,298.16,65,100,3.74,US,1695163747
439,alofi,-19.0595,-169.9187,298.09,53,75,8.75,NU,1695163747
440,coquimbo,-29.9533,-71.3436,288.0,82,20,4.63,CL,1695163747
441,saint-philippe,-21.3585,55.7679,294.92,81,40,5.94,RE,1695163748
442,cranbrook,49.4999,-115.7688,284.06,76,100,1.54,CA,1695163679
443,coracora,-15.0333,-73.7833,285.83,45,12,3.04,PE,1695163748
444,barentu,15.1139,37.5928,294.61,78,47,2.82,ER,1695163748
445,chinde,26.8418,88.0763,291.23,80,83,1.49,NP,1695163749
446,weiler-simmerberg,47.5833,9.9333,287.52,73,71,1.24,DE,1695163749
447,port saint john's,-31.6229,29.5448,291.44,89,3,2.28,ZA,1695163749
448,sao gabriel da cachoeira,-0.1303,-67.0892,297.29,92,88,0.88,BR,1695163484
449,novodvinsk,64.4165,40.8122,283.97,86,100,4.58,RU,1695163749
450,kiunga,-6.1219,141.2906,299.69,73,48,1.61,PG,1695163750
451,inarajan village,13.2736,144.7484,302.81,90,98,6.36,GU,1695163750
452,tolanaro,-25.0319,46.9987,295.19,83,20,10.8,MG,1695163750
453,caleta de carquin,-11.0925,-77.6267,293.08,84,41,4.4,PE,1695163750
454,ternate,0.8,127.4,300.16,79,92,4.04,ID,1695163751
455,nuku'alofa,-21.1333,-175.2,297.34,69,75,9.26,TO,1695163751
456,aras-asan,8.8908,126.3033,299.53,85,33,1.54,PH,1695163751
457,metlili chaamba,32.2667,3.6333,301.67,14,75,3.09,DZ,1695163751
458,hammerfest,70.6634,23.6821,278.4,81,75,10.29,NO,1695163751
459,yuzhno-kurilsk,44.0306,145.8556,292.51,70,100,4.22,RU,1695163752
460,guaratinga,-16.5667,-39.5667,293.49,89,7,1.74,BR,1695163752
461,port erin,54.0849,-4.751,290.08,88,20,14.4,IM,1695163752
462,carbonear,47.7332,-53.2148,288.48,94,100,4.81,CA,1695163753
463,camapua,-19.5314,-54.0439,302.18,40,47,1.64,BR,1695163753
464,barah,13.7,30.3667,303.41,42,85,3.49,SD,1695163753
465,pariaman,-0.619,100.12,297.18,91,85,2.62,ID,1695163753
466,ujae,8.9322,165.7642,301.65,75,89,3.15,MH,1695163754
467,lichinga,-13.3128,35.2406,291.74,42,19,1.33,MZ,1695163754
468,miguel ahumada,30.6167,-106.5167,306.61,20,0,4.68,MX,1695163754
469,lima,-12.0432,-77.0282,294.76,74,100,6.69,PE,1695163724
470,rabigh,22.7986,39.0349,304.05,59,70,4.32,SA,1695163755
471,canutama,-6.5339,-64.3831,305.37,34,62,1.4,BR,1695163755
472,alo,7.4178,6.7371,297.12,95,89,0.67,NG,1695163755
473,chongjin,41.7956,129.7758,290.36,61,89,1.67,KP,1695163755
474,bethanie,-26.4833,17.15,286.79,27,17,0.73,NA,1695163755
475,tamanrasset,22.785,5.5228,295.1,16,0,2.06,DZ,1695163756
476,yangambi,0.8102,24.4336,292.38,99,62,0.7,CD,1695163756
477,san fernando de apure,7.8878,-67.4724,298.95,90,71,1.93,VE,1695163756
478,wanning,18.8003,110.3967,300.09,86,23,0.63,CN,1695163756
479,kantemirovka,49.7089,39.8592,288.26,50,39,2.65,RU,1695163756
480,onega,63.9061,38.1404,285.07,93,100,5.77,RU,1695163757
481,magnitka,55.3475,59.6961,276.16,94,5,1.05,RU,1695163757
482,oyama,36.3,139.8,302.92,74,88,1.28,JP,1695163757
483,sunnyslope,34.012,-117.4334,304.79,48,0,4.63,US,1695163757
484,puerto baquerizo moreno,-0.9,-89.6,298.7,78,40,6.17,EC,1695163758
485,tromso,69.6496,18.957,278.16,70,0,9.26,NO,1695163758
486,cihanbeyli,38.6607,32.9244,289.64,39,16,2.86,TR,1695163758
487,linghai,41.1653,121.3667,288.46,61,1,2.87,CN,1695163758
488,salmon arm,50.6998,-119.3024,285.77,66,100,0.51,CA,1695163661
489,arkhangel'sk,64.5401,40.5433,284.3,85,100,4.61,RU,1695163759
490,mangrol,21.1167,70.1167,300.24,88,86,4.21,IN,1695163759
491,saint-pierre,-21.3393,55.4781,294.97,64,20,2.57,RE,1695163759
492,copiapo,-27.3667,-70.3333,293.71,49,0,2.05,CL,1695163760
493,ennis,52.8436,-8.9864,290.11,94,75,6.69,IE,1695163760
494,klaksvik,62.2266,-6.589,283.66,93,48,7.46,FO,1695163761
495,neryungri,56.6709,124.6491,272.72,56,73,1.45,RU,1695163761
496,kone,-21.0595,164.8658,297.54,80,75,2.18,NC,1695163761
497,sidi khaled,34.387,4.9879,302.31,21,100,2.17,DZ,1695163762
498,moundsville,39.9203,-80.7431,294.12,66,61,0.53,US,1695163762
499,tres palos,18.1833,-101.6167,302.99,69,19,1.97,MX,1695163762
500,sretensk,52.2453,117.7093,280.35,54,97,1.27,RU,1695163762
501,tual,-5.6667,132.75,297.97,83,23,6.62,ID,1695163763
502,sainyabuli,19.25,101.75,294.38,97,100,0.45,LA,1695163763
503,norton,-17.8833,30.7,290.53,50,10,3.31,ZW,1695163763
504,meghraj,23.5,73.5,296.65,97,73,2.96,IN,1695163764
505,saint-joseph,-21.3667,55.6167,294.36,78,21,5.56,RE,1695163764
506,khanty-mansiysk,61.0042,69.0019,283.21,71,20,2.0,RU,1695163764
507,severo-yeniseyskiy,60.3725,93.0408,274.05,93,51,1.37,RU,1695163764
508,farafangana,-22.8167,47.8333,293.7,90,3,3.07,MG,1695163764
509,selfoss,63.9331,-20.9971,282.62,66,99,13.43,IS,1695163765
510,williston,48.147,-103.618,296.56,37,2,2.68,US,1695163765
511,mala,-12.6581,-76.6308,292.76,86,24,2.13,PE,1695163514
512,bardai,11.65,7.2333,295.56,71,18,1.24,NG,1695163765
513,greymouth,-42.4667,171.2,287.03,95,99,4.46,NZ,1695163657
514,paracuru,-3.41,-39.0306,300.43,84,14,6.83,BR,1695163766
515,flying fish cove,-10.4217,105.6791,296.97,88,75,5.66,CX,1695163766
516,mineiros,-17.5694,-52.5511,300.68,39,88,2.72,BR,1695163480
517,gizo,-8.103,156.8419,300.9,81,95,5.36,SB,1695163767
518,ad dilam,23.9915,47.1627,304.38,19,46,1.71,SA,1695163767
519,leava,-14.3,-178.1667,299.67,76,86,11.28,WF,1695163767
520,tofol,5.3248,163.0078,301.03,89,75,4.63,FM,1695163767
521,vorgashor,67.5833,63.95,277.9,93,99,10.28,RU,1695163768
522,mount isa,-20.7333,139.5,299.02,50,26,2.06,AU,1695163768
523,la concordia,13.1953,-86.1667,301.88,76,51,2.26,NI,1695163768
524,lazaro cardenas,17.9583,-102.2,302.74,72,16,4.17,MX,1695163550
525,rutland,43.6167,-73.0162,291.14,82,100,4.12,US,1695163768
526,port clinton,41.512,-82.9377,294.04,65,100,0.0,US,1695163759
527,saynshand,44.8824,110.1163,286.19,46,7,1.72,MN,1695163769
528,salahonda,2.1019,-78.7217,299.6,82,100,6.45,CO,1695163769
529,punta del este,-34.9667,-54.95,287.57,88,75,4.12,UY,1695163769
530,bhimunipatnam,17.8833,83.4333,300.54,79,100,3.08,IN,1695163769
531,nysa,50.4738,17.3344,288.63,69,76,3.07,PL,1695163770
532,palikir - national government center,6.9248,158.1611,300.62,89,100,1.54,FM,1695163770
533,nantucket,41.2835,-70.0995,294.23,83,0,7.2,US,1695163770
534,wittlich,49.9833,6.8833,290.46,79,79,2.43,DE,1695163770
535,juankoski,63.0667,28.35,288.13,88,81,7.18,FI,1695163770
536,sylvester,31.5307,-83.8354,301.78,53,24,1.44,US,1695163771
537,magadan,59.5667,150.8,279.56,92,100,14.35,RU,1695163771
538,stornoway,58.2093,-6.3865,283.2,89,75,3.6,GB,1695163771
539,ulan bator,47.9077,106.8832,273.22,93,0,1.0,MN,1695163673
540,pavugada,14.1,77.2667,295.29,81,88,5.72,IN,1695163772
541,san andres,12.5847,-81.7006,303.16,79,40,4.12,CO,1695163772
542,eirunepe,-6.6603,-69.8736,299.22,76,71,1.94,BR,1695163772
543,chinsali,-10.5414,32.0816,291.81,40,16,2.4,ZM,1695163773
544,howrah,22.5892,88.3103,300.15,89,75,3.6,IN,1695163773
